2025-05-29 03:54:40.518 +06:00 [INF] Starting MyApp...
2025-05-29 03:54:48.483 +06:00 [WRN] Failed to determine the https port for redirect.
2025-05-29 04:23:20 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.1923 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.8771 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.6991 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.1370 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.3959 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.6330 ms
2025-05-29 04:23:26 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.1225 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.7366 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.9077 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0647 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0576 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/api/Carts" responded 200 in 2.1139 ms
2025-05-29 04:23:28 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.0732 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/Products/Index" responded 200 in 6.5539 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/Products/Index" responded 200 in 5.0056 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0703 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0555 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.8388 ms
2025-05-29 04:23:33 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.9921 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/Products/Index" responded 200 in 6.4170 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/Products/Index" responded 200 in 4.0107 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0767 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0900 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.5774 ms
2025-05-29 04:23:53 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.4643 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.6514 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.8980 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0623 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0756 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/api/Carts" responded 200 in 2.1704 ms
2025-05-29 04:23:57 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.3161 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.3707 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.9674 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0473 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0832 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.7883 ms
2025-05-29 04:24:00 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.4550 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.9726 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.5266 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.2087 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0415 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.4881 ms
2025-05-29 04:24:03 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.1801 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/Products/Index" responded 200 in 2.8271 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.7746 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0648 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0591 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/api/Carts" responded 200 in 2.5019 ms
2025-05-29 04:24:06 [Information] HTTP "GET" "/Products/Index" responded 200 in 4.7952 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.1479 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.9474 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0464 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0767 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.5404 ms
2025-05-29 04:24:08 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.7617 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.3548 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/Products/Index" responded 200 in 14.9143 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/css/home.css" responded 404 in 0.0468 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/images/placeholder.png" responded 404 in 0.0543 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/api/Carts" responded 200 in 1.7801 ms
2025-05-29 04:24:12 [Information] HTTP "GET" "/Products/Index" responded 200 in 3.4852 ms
